"ID","Category","Priority","Device / Browser","Test case","Preconditions","Steps","Expected result","Execution status"
"RF-MAN-256","Persistence and pages","High","Android Chrome","move then undo AI edit in a page-specific design resume","A page-specific design resume contains moved sections with unique detail markers.","Perform move then undo AI edit. Navigate away from and back to every affected page.","Section order, column, complete content, visibility, design scope, and editable state remain unchanged.","Ready for independent manual execution"
"RF-MAN-257","Persistence and pages","Medium","iPhone Safari","move after importing saved data in a single-page resume","A single-page resume contains moved sections with unique detail markers.","Perform move after importing saved data. Navigate away from and back to every affected page.","Section order, column, complete content, visibility, design scope, and editable state remain unchanged.","Ready for independent manual execution"
"RF-MAN-258","Persistence and pages","Critical","iPad Safari","move after importing saved data in a two-page resume","A two-page resume contains moved sections with unique detail markers.","Perform move after importing saved data. Navigate away from and back to every affected page.","Section order, column, complete content, visibility, design scope, and editable state remain unchanged.","Ready for independent manual execution"
"RF-MAN-259","Persistence and pages","High","Linux Chrome","move after importing saved data in a five-page resume","A five-page resume contains moved sections with unique detail markers.","Perform move after importing saved data. Navigate away from and back to every affected page.","Section order, column, complete content, visibility, design scope, and editable state remain unchanged.","Ready for independent manual execution"
"RF-MAN-260","Persistence and pages","Medium","Tablet Edge","move after importing saved data in a page-specific design resume","A page-specific design resume contains moved sections with unique detail markers.","Perform move after importing saved data. Navigate away from and back to every affected page.","Section order, column, complete content, visibility, design scope, and editable state remain unchanged.","Ready for independent manual execution"
"RF-MAN-261","Export","Critical","Windows Chrome","Export single page as PDF","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-262","Export","High","Windows Edge","Export two pages as PDF","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-263","Export","Medium","Windows Firefox","Export five pages as PDF","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-264","Export","Critical","macOS Safari","Export photo template as PDF","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-265","Export","High","macOS Chrome","Export ATS template as PDF","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-266","Export","Medium","Android Chrome","Export custom font and colors as PDF","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-267","Export","Critical","iPhone Safari","Export moved sections in both columns as PDF","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as PDF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-268","Export","High","iPad Safari","Export single page as DOCX","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-269","Export","Medium","Linux Chrome","Export two pages as DOCX","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-270","Export","Critical","Tablet Edge","Export five pages as DOCX","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-271","Export","High","Windows Chrome","Export photo template as DOCX","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-272","Export","Medium","Windows Edge","Export ATS template as DOCX","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-273","Export","Critical","Windows Firefox","Export custom font and colors as DOCX","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-274","Export","High","macOS Safari","Export moved sections in both columns as DOCX","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as DOCX. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-275","Export","Medium","macOS Chrome","Export single page as PNG","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-276","Export","Critical","Android Chrome","Export two pages as PNG","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-277","Export","High","iPhone Safari","Export five pages as PNG","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-278","Export","Medium","iPad Safari","Export photo template as PNG","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-279","Export","Critical","Linux Chrome","Export ATS template as PNG","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-280","Export","High","Tablet Edge","Export custom font and colors as PNG","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-281","Export","Medium","Windows Chrome","Export moved sections in both columns as PNG","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as PNG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-282","Export","Critical","Windows Edge","Export single page as JPG","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-283","Export","High","Windows Firefox","Export two pages as JPG","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-284","Export","Medium","macOS Safari","Export five pages as JPG","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-285","Export","Critical","macOS Chrome","Export photo template as JPG","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-286","Export","High","Android Chrome","Export ATS template as JPG","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-287","Export","Medium","iPhone Safari","Export custom font and colors as JPG","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-288","Export","Critical","iPad Safari","Export moved sections in both columns as JPG","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as JPG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-289","Export","High","Linux Chrome","Export single page as HTML","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-290","Export","Medium","Tablet Edge","Export two pages as HTML","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-291","Export","Critical","Windows Chrome","Export five pages as HTML","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-292","Export","High","Windows Edge","Export photo template as HTML","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-293","Export","Medium","Windows Firefox","Export ATS template as HTML","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-294","Export","Critical","macOS Safari","Export custom font and colors as HTML","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-295","Export","High","macOS Chrome","Export moved sections in both columns as HTML","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as HTML. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-296","Export","Medium","Android Chrome","Export single page as TXT","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-297","Export","Critical","iPhone Safari","Export two pages as TXT","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-298","Export","High","iPad Safari","Export five pages as TXT","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-299","Export","Medium","Linux Chrome","Export photo template as TXT","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-300","Export","Critical","Tablet Edge","Export ATS template as TXT","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-301","Export","High","Windows Chrome","Export custom font and colors as TXT","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-302","Export","Medium","Windows Edge","Export moved sections in both columns as TXT","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as TXT. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-303","Export","Critical","Windows Firefox","Export single page as RTF","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-304","Export","High","macOS Safari","Export two pages as RTF","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-305","Export","Medium","macOS Chrome","Export five pages as RTF","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-306","Export","Critical","Android Chrome","Export photo template as RTF","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-307","Export","High","iPhone Safari","Export ATS template as RTF","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-308","Export","Medium","iPad Safari","Export custom font and colors as RTF","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-309","Export","Critical","Linux Chrome","Export moved sections in both columns as RTF","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as RTF. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-310","Export","High","Tablet Edge","Export single page as SVG","Resume has single page, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-311","Export","Medium","Windows Chrome","Export two pages as SVG","Resume has two pages, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-312","Export","Critical","Windows Edge","Export five pages as SVG","Resume has five pages, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-313","Export","High","Windows Firefox","Export photo template as SVG","Resume has photo template, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-314","Export","Medium","macOS Safari","Export ATS template as SVG","Resume has ATS template, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-315","Export","Critical","macOS Chrome","Export custom font and colors as SVG","Resume has custom font and colors, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-316","Export","High","Android Chrome","Export moved sections in both columns as SVG","Resume has moved sections in both columns, unique section markers, no hidden test data, and no pending edits.","Export as SVG. Open the result in a suitable independent viewer and inspect every page.","File opens successfully; moved headings and details remain together; order, visibility, typography, images, page count, and text are correct; editor movement controls are absent.","Ready for independent manual execution"
"RF-MAN-317","Export","Medium","iPhone Safari","PDF ultra quality with 10 pages","A complex resume contains reordered main/aside sections and distinctive text markers.","Perform PDF ultra quality with 10 pages; compare the result with the editor page by page.","The exported document is usable, complete, in the intended order, and contains no editor-only controls or duplicated sections.","Ready for independent manual execution"
"RF-MAN-318","Export","Critical","iPad Safari","DOCX opened in desktop Word and Word Online","A complex resume contains reordered main/aside sections and distinctive text markers.","Perform DOCX opened in desktop Word and Word Online; compare the result with the editor page by page.","The exported document is usable, complete, in the intended order, and contains no editor-only controls or duplicated sections.","Ready for independent manual execution"
"RF-MAN-319","Export","High","Linux Chrome","HTML opened offline","A complex resume contains reordered main/aside sections and distinctive text markers.","Perform HTML opened offline; compare the result with the editor page by page.","The exported document is usable, complete, in the intended order, and contains no editor-only controls or duplicated sections.","Ready for independent manual execution"
"RF-MAN-320","Export","Medium","Tablet Edge","TXT checked for logical reading order","A complex resume contains reordered main/aside sections and distinctive text markers.","Perform TXT checked for logical reading order; compare the result with the editor page by page.","The exported document is usable, complete, in the intended order, and contains no editor-only controls or duplicated sections.","Ready for independent manual execution"
"RF-MAN-321","Responsive, touch, and accessibility","Critical","Windows Chrome","open Content and move a section at 1920×1080","Set viewport to 1920×1080; enable keyboard navigation and browser zoom at 100%.","Perform open Content and move a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-322","Responsive, touch, and accessibility","High","Windows Edge","use on-page arrows at 1920×1080","Set viewport to 1920×1080; enable keyboard navigation and browser zoom at 100%.","Perform use on-page arrows. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-323","Responsive, touch, and accessibility","Medium","Windows Firefox","drag a section at 1920×1080","Set viewport to 1920×1080; enable keyboard navigation and browser zoom at 100%.","Perform drag a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-324","Responsive, touch, and accessibility","Critical","macOS Safari","open AI panel after moving at 1920×1080","Set viewport to 1920×1080; enable keyboard navigation and browser zoom at 100%.","Perform open AI panel after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-325","Responsive, touch, and accessibility","High","macOS Chrome","export after moving at 1920×1080","Set viewport to 1920×1080; enable keyboard navigation and browser zoom at 100%.","Perform export after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-326","Responsive, touch, and accessibility","Medium","Android Chrome","open Content and move a section at 1366×768","Set viewport to 1366×768; enable keyboard navigation and browser zoom at 100%.","Perform open Content and move a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-327","Responsive, touch, and accessibility","Critical","iPhone Safari","use on-page arrows at 1366×768","Set viewport to 1366×768; enable keyboard navigation and browser zoom at 100%.","Perform use on-page arrows. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-328","Responsive, touch, and accessibility","High","iPad Safari","drag a section at 1366×768","Set viewport to 1366×768; enable keyboard navigation and browser zoom at 100%.","Perform drag a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-329","Responsive, touch, and accessibility","Medium","Linux Chrome","open AI panel after moving at 1366×768","Set viewport to 1366×768; enable keyboard navigation and browser zoom at 100%.","Perform open AI panel after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-330","Responsive, touch, and accessibility","Critical","Tablet Edge","export after moving at 1366×768","Set viewport to 1366×768; enable keyboard navigation and browser zoom at 100%.","Perform export after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-331","Responsive, touch, and accessibility","High","Windows Chrome","open Content and move a section at 1024×768","Set viewport to 1024×768; enable keyboard navigation and browser zoom at 100%.","Perform open Content and move a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-332","Responsive, touch, and accessibility","Medium","Windows Edge","use on-page arrows at 1024×768","Set viewport to 1024×768; enable keyboard navigation and browser zoom at 100%.","Perform use on-page arrows. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-333","Responsive, touch, and accessibility","Critical","Windows Firefox","drag a section at 1024×768","Set viewport to 1024×768; enable keyboard navigation and browser zoom at 100%.","Perform drag a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-334","Responsive, touch, and accessibility","High","macOS Safari","open AI panel after moving at 1024×768","Set viewport to 1024×768; enable keyboard navigation and browser zoom at 100%.","Perform open AI panel after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-335","Responsive, touch, and accessibility","Medium","macOS Chrome","export after moving at 1024×768","Set viewport to 1024×768; enable keyboard navigation and browser zoom at 100%.","Perform export after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-336","Responsive, touch, and accessibility","Critical","Android Chrome","open Content and move a section at 820×1180","Set viewport to 820×1180; enable keyboard navigation and browser zoom at 100%.","Perform open Content and move a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-337","Responsive, touch, and accessibility","High","iPhone Safari","use on-page arrows at 820×1180","Set viewport to 820×1180; enable keyboard navigation and browser zoom at 100%.","Perform use on-page arrows. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-338","Responsive, touch, and accessibility","Medium","iPad Safari","drag a section at 820×1180","Set viewport to 820×1180; enable keyboard navigation and browser zoom at 100%.","Perform drag a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-339","Responsive, touch, and accessibility","Critical","Linux Chrome","open AI panel after moving at 820×1180","Set viewport to 820×1180; enable keyboard navigation and browser zoom at 100%.","Perform open AI panel after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-340","Responsive, touch, and accessibility","High","Tablet Edge","export after moving at 820×1180","Set viewport to 820×1180; enable keyboard navigation and browser zoom at 100%.","Perform export after moving. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
"RF-MAN-341","Responsive, touch, and accessibility","Medium","Windows Chrome","open Content and move a section at 768×1024","Set viewport to 768×1024; enable keyboard navigation and browser zoom at 100%.","Perform open Content and move a section. Repeat with Tab/Enter where supported and inspect labels, focus, clipping, scrolling, and touch targets.","Controls remain reachable and labeled; no panel blocks the document; the moved section remains intact; focus and scrolling are predictable.","Ready for independent manual execution"
